"State Imports by NAICS Commodities"
"Current date: 03/15/2026 5:03 PM (Eastern Daylight Time)"
"Measures: Customs Value (Gen) ($US)"
"State","Commodity","Country","Time","Customs Value (Gen) ($US)",
"All States","All Commodities","Croatia","2025","949,579,137"
"All States","All Commodities","Croatia","2026 through January","60,915,578"
"All States","All Commodities","Cuba","2020","14,896,449"
"All States","All Commodities","Cuba","2021","2,891,137"
"All States","All Commodities","Cuba","2022","5,576,993"
"All States","All Commodities","Cuba","2023","4,084,664"
"All States","All Commodities","Cuba","2024","4,869,872"
"All States","All Commodities","Cuba","2025","17,524,688"
"All States","All Commodities","Cuba","2026 through January","40,000"
"All States","All Commodities","Curacao","2020","27,856,752"
"All States","All Commodities","Curacao","2021","41,246,053"
"All States","All Commodities","Curacao","2022","47,655,060"
"All States","All Commodities","Curacao","2023","39,327,693"
"All States","All Commodities","Curacao","2024","31,935,945"
"All States","All Commodities","Curacao","2025","54,262,031"
"All States","All Commodities","Curacao","2026 through January","2,144,527"
"All States","All Commodities","Cyprus","2020","59,387,366"
"All States","All Commodities","Cyprus","2021","65,483,342"
"All States","All Commodities","Cyprus","2022","72,707,117"
"All States","All Commodities","Cyprus","2023","52,530,453"
"All States","All Commodities","Cyprus","2024","58,697,290"
"All States","All Commodities","Cyprus","2025","79,354,147"
"All States","All Commodities","Cyprus","2026 through January","2,630,379"
"All States","All Commodities","Czech Republic","2020","5,532,896,078"
"All States","All Commodities","Czech Republic","2021","6,353,653,105"
"All States","All Commodities","Czech Republic","2022","7,492,016,907"
"All States","All Commodities","Czech Republic","2023","7,470,362,159"
"All States","All Commodities","Czech Republic","2024","8,072,730,961"
"All States","All Commodities","Czech Republic","2025","8,174,054,182"
"All States","All Commodities","Czech Republic","2026 through January","544,010,192"
"All States","All Commodities","Democratic Republic of Congo","2020","29,862,406"
"All States","All Commodities","Democratic Republic of Congo","2021","268,820,093"
"All States","All Commodities","Democratic Republic of Congo","2022","183,319,479"
"All States","All Commodities","Democratic Republic of Congo","2023","275,025,510"
"All States","All Commodities","Democratic Republic of Congo","2024","323,179,070"
"All States","All Commodities","Democratic Republic of Congo","2025","1,929,061,603"
"All States","All Commodities","Democratic Republic of Congo","2026 through January","304,645,069"
"All States","All Commodities","Denmark","2020","11,626,053,697"
"All States","All Commodities","Denmark","2021","12,109,747,978"
"All States","All Commodities","Denmark","2022","12,966,225,020"
"All States","All Commodities","Denmark","2023","11,615,178,533"
"All States","All Commodities","Denmark","2024","10,035,959,358"
"All States","All Commodities","Denmark","2025","12,173,054,396"
"All States","All Commodities","Denmark","2026 through January","785,833,404"
"All States","All Commodities","Djibouti","2020","40,754,914"
"All States","All Commodities","Djibouti","2021","32,450,286"
"All States","All Commodities","Djibouti","2022","42,229,594"
"All States","All Commodities","Djibouti","2023","47,312,613"
"All States","All Commodities","Djibouti","2024","40,100,763"
"All States","All Commodities","Djibouti","2025","49,280,859"
"All States","All Commodities","Djibouti","2026 through January","248,198"
"All States","All Commodities","Dominica","2020","1,803,983"
"All States","All Commodities","Dominica","2021","2,528,785"
"All States","All Commodities","Dominica","2022","1,556,290"
"All States","All Commodities","Dominica","2023","2,202,781"
"All States","All Commodities","Dominica","2024","2,264,258"
