State Exports by NAICS Commodities,,,,
Current date: 03/15/2026 5:00 PM (Eastern Daylight Time),,,,
Measures: Total Exports Value ($US),,,,
State,Commodity,Country,Time,Total Exports Value ($US)
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Argentina,2020,"927,699"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Argentina,2021,"137,623"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Argentina,2022,"403,940"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Argentina,2023,"398,001"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Argentina,2024,"175,484"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Argentina,2025,"916,100"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Argentina,2026 through January,"16,057"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Armenia,2020,"86,184"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Armenia,2022,"63,000"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Armenia,2023,"179,752"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Aruba,2020,"3,721,170"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Aruba,2021,"6,552,309"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Aruba,2022,"9,527,047"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Aruba,2023,"8,771,859"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Aruba,2024,"7,826,601"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Aruba,2025,"7,828,917"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Aruba,2026 through January,"910,942"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Australia,2020,"24,397,497"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Australia,2021,"19,276,484"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Australia,2022,"20,111,993"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Australia,2023,"23,966,205"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Australia,2024,"19,018,025"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Australia,2025,"25,695,623"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Australia,2026 through January,"696,479"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Austria,2020,"92,326"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Austria,2021,"170,690"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Austria,2022,"412,836"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Austria,2023,"330,559"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Austria,2024,"144,017"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Austria,2025,"221,500"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Azerbaijan,2020,"4,258"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Azerbaijan,2022,"61,717"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Azerbaijan,2023,"223,658"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Azerbaijan,2024,"53,095"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Azerbaijan,2025,"2,550"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Bahamas,2020,"7,443,278"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Bahamas,2021,"7,590,220"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Bahamas,2022,"10,740,317"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Bahamas,2023,"11,330,499"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Bahamas,2024,"10,411,349"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Bahamas,2025,"14,659,627"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Bahamas,2026 through January,"1,508,046"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Bahrain,2020,"205,600"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Bahrain,2021,"401,617"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Bahrain,2022,"443,894"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Bahrain,2023,"294,109"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Bahrain,2024,"211,889"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Bahrain,2025,"271,363"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Bahrain,2026 through January,"6,288"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Bangladesh,2020,"241,619"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Bangladesh,2021,"2,610,658"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Bangladesh,2022,"3,736,393"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Bangladesh,2023,"1,165,254"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Bangladesh,2024,"608,732"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Bangladesh,2025,"864,361"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Barbados,2020,"2,168,860"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Barbados,2021,"3,408,910"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Barbados,2022,"4,370,597"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Barbados,2023,"4,543,264"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Barbados,2024,"3,714,130"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Barbados,2025,"3,841,672"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Barbados,2026 through January,"712,819"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Belarus,2020,"180,268"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Belarus,2021,"717,415"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Belarus,2022,"108,318"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Belarus,2023,"85,025"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Belarus,2024,"129,394"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Belgium,2020,"25,524,353"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Belgium,2021,"23,643,599"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Belgium,2022,"41,841,106"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Belgium,2023,"30,704,386"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Belgium,2024,"24,839,621"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Belgium,2025,"17,000,570"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Belgium,2026 through January,"38,715"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Belize,2020,"236,117"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Belize,2021,"333,143"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Belize,2022,"600,505"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Belize,2023,"207,118"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Belize,2024,"172,757"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Belize,2025,"335,347"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Belize,2026 through January,"13,140"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Benin,2020,"548,068"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Benin,2021,"664,456"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Benin,2022,"733,829"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Benin,2023,"1,697,894"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Benin,2024,"478,487"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Benin,2025,"1,160,838"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Bermuda,2020,"4,135,935"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Bermuda,2021,"5,101,863"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Bermuda,2022,"5,560,770"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Bermuda,2023,"5,595,207"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Bermuda,2024,"5,387,951"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Bermuda,2025,"5,763,832"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Bermuda,2026 through January,"362,891"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Bolivia,2020,"20,520"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Bolivia,2021,"3,070"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Bolivia,2022,"9,296"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Bolivia,2023,"15,408"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Bolivia,2024,"4,470"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Bolivia,2025,"152,061"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Bosnia and Herzegovina,2020,"12,054"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Bosnia and Herzegovina,2023,"43,512"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Brazil,2020,"14,086,496"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Brazil,2021,"10,440,555"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Brazil,2022,"10,914,339"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Brazil,2023,"14,707,487"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Brazil,2024,"14,519,311"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Brazil,2025,"11,184,993"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Brazil,2026 through January,"940,953"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",British Indian Ocean Territories,2020,"5,822"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",British Virgin Islands,2020,"1,144,588"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",British Virgin Islands,2021,"1,632,607"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",British Virgin Islands,2022,"2,668,013"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",British Virgin Islands,2023,"1,945,164"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",British Virgin Islands,2024,"1,652,066"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",British Virgin Islands,2025,"2,272,920"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",British Virgin Islands,2026 through January,"195,971"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Bulgaria,2020,"126,410"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Bulgaria,2021,"138,113"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Bulgaria,2022,"290,401"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Bulgaria,2023,"523,762"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Bulgaria,2024,"474,653"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Bulgaria,2025,"572,850"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Bulgaria,2026 through January,"13,144"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Burkina Faso,2024,"25,376"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Burma,2020,"361,441"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Burma,2021,"24,304"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Burma,2022,"489,280"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Burma,2023,"957,070"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Burma,2025,"1,276,103"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Cabo Verde,2020,"18,000"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Cabo Verde,2021,"30,000"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Cabo Verde,2023,"21,891"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Cabo Verde,2024,"12,496"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Cambodia,2020,"147,409"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Cambodia,2021,"161,304"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Cambodia,2022,"154,730"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Cambodia,2023,"44,541"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Cambodia,2025,"76,387"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Cameroon,2020,"634,417"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Cameroon,2021,"431,000"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Cameroon,2022,"345,000"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Cameroon,2023,"530,150"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Cameroon,2024,"1,303,281"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Canada,2020,"972,766,358"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Canada,2021,"1,410,534,454"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Canada,2022,"1,103,270,538"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Canada,2023,"1,123,603,703"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Canada,2024,"1,191,148,996"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Canada,2025,"1,125,224,455"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Canada,2026 through January,"57,788,382"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Cayman Islands,2020,"3,694,307"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Cayman Islands,2021,"3,806,676"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Cayman Islands,2022,"4,724,858"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Cayman Islands,2023,"6,611,018"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Cayman Islands,2024,"7,282,143"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Cayman Islands,2025,"7,911,925"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Cayman Islands,2026 through January,"904,681"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Central African Republic,2025,"212,542"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Chad,2020,"152,429"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Chad,2021,"94,847"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Chad,2022,"99,066"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Chad,2023,"178,641"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Chad,2024,"67,686"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Chile,2020,"10,394,084"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Chile,2021,"11,124,517"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Chile,2022,"14,954,796"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Chile,2023,"20,571,455"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Chile,2024,"35,238,473"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Chile,2025,"29,695,245"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Chile,2026 through January,"286,448"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",China,2020,"780,429,676"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",China,2021,"878,503,603"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",China,2022,"1,037,274,047"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",China,2023,"1,036,310,747"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",China,2024,"1,013,681,370"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",China,2025,"1,117,396,853"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",China,2026 through January,"83,025,561"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Colombia,2020,"10,807,984"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Colombia,2021,"12,778,463"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Colombia,2022,"10,765,001"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Colombia,2023,"6,249,552"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Colombia,2024,"7,574,348"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Colombia,2025,"6,579,749"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Colombia,2026 through January,"262,366"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Comoros,2020,"165,000"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Congo,2020,"248,053"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Congo,2021,"245,759"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Congo,2022,"858,220"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Congo,2023,"752,324"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Congo,2024,"600,000"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Congo,2025,"1,866,925"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Cook Islands,2022,"2,885"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Cook Islands,2023,"50,374"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Cook Islands,2024,"33,754"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Cook Islands,2025,"35,727"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Cook Islands,2026 through January,"6,942"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Costa Rica,2020,"3,822,252"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Costa Rica,2021,"6,377,260"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Costa Rica,2022,"10,295,745"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Costa Rica,2023,"13,816,471"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Costa Rica,2024,"4,198,346"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Costa Rica,2025,"7,249,121"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Costa Rica,2026 through January,"157,445"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Cote d'Ivoire,2020,"2,214,096"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Cote d'Ivoire,2021,"4,047,087"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Cote d'Ivoire,2022,"2,659,946"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Cote d'Ivoire,2023,"2,223,201"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Cote d'Ivoire,2024,"2,550,329"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Cote d'Ivoire,2025,"3,033,095"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Cote d'Ivoire,2026 through January,"354,400"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Croatia,2020,"449,250"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Croatia,2021,"1,065,159"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Croatia,2022,"1,414,346"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Croatia,2023,"863,579"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Croatia,2024,"1,974,352"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Croatia,2025,"2,300,879"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Cuba,2022,"13,086"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Cuba,2023,"155,583"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Cuba,2024,"182,539"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Cuba,2025,"32,257"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Curacao,2020,"1,379,825"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Curacao,2021,"1,466,725"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Curacao,2022,"2,571,053"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Curacao,2023,"1,975,135"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Curacao,2024,"1,699,676"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Curacao,2025,"2,156,738"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Curacao,2026 through January,"244,153"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Cyprus,2020,"2,730"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Cyprus,2022,"25,158"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Cyprus,2023,"179,311"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Cyprus,2024,"51,257"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Cyprus,2025,"77,122"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Czech Republic,2020,"121,625"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Czech Republic,2021,"17,946"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Czech Republic,2022,"1,440,757"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Czech Republic,2023,"380,331"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Czech Republic,2024,"321,653"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Czech Republic,2025,"252,012"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Czech Republic,2026 through January,"129,800"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Democratic Republic of Congo,2020,"26,500"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Denmark,2020,"59,355,006"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Denmark,2021,"60,397,172"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Denmark,2022,"35,855,447"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Denmark,2023,"83,442,192"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Denmark,2024,"66,870,103"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Denmark,2025,"55,187,896"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Denmark,2026 through January,"2,076,598"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Djibouti,2024,"132,002"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Dominica,2020,"22,972"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Dominica,2022,"53,956"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Dominica,2023,"39,614"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Dominica,2024,"6,390"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Dominica,2025,"33,509"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Dominica,2026 through January,"6,100"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Dominican Republic,2020,"9,099,239"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Dominican Republic,2021,"12,639,616"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Dominican Republic,2022,"19,183,033"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Dominican Republic,2023,"15,307,488"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Dominican Republic,2024,"14,589,580"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Dominican Republic,2025,"10,746,867"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Dominican Republic,2026 through January,"828,396"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Ecuador,2020,"5,871,254"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Ecuador,2021,"4,381,609"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Ecuador,2022,"12,865,679"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Ecuador,2023,"9,822,439"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Ecuador,2024,"3,311,670"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Ecuador,2025,"20,321,876"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Ecuador,2026 through January,"273,075"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Egypt,2020,"1,823,899"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Egypt,2021,"268,953"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Egypt,2022,"546,651"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Egypt,2023,"555,965"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Egypt,2024,"975,037"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Egypt,2025,"783,782"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Egypt,2026 through January,"27,000"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",El Salvador,2020,"2,191,527"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",El Salvador,2021,"1,547,075"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",El Salvador,2022,"1,423,256"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",El Salvador,2023,"898,171"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",El Salvador,2024,"819,757"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",El Salvador,2025,"1,164,309"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Equatorial Guinea,2020,"750,029"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Equatorial Guinea,2021,"480,829"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Equatorial Guinea,2022,"981,112"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Equatorial Guinea,2023,"207,694"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Equatorial Guinea,2024,"397,251"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Equatorial Guinea,2025,"291,455"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Estonia,2020,"293,167"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Estonia,2021,"672,954"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Estonia,2022,"1,813,128"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Estonia,2023,"1,021,969"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Estonia,2024,"1,738,287"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Estonia,2025,"3,388,413"
All States,"114 Fish, Fresh/chilled/frozen & Other Marine Products",Eswatini,2020,"221,993"
