State Exports by NAICS Commodities,,,,
Current date: 03/15/2026 5:00 PM (Eastern Daylight Time),,,,
Measures: Total Exports Value ($US),,,,
State,Commodity,Country,Time,Total Exports Value ($US)
All States,"335 Electrical Equipment, Appliances & Components",Vietnam,2021,"178,431,902"
All States,"335 Electrical Equipment, Appliances & Components",Vietnam,2022,"166,020,164"
All States,"335 Electrical Equipment, Appliances & Components",Vietnam,2023,"192,181,923"
All States,"335 Electrical Equipment, Appliances & Components",Vietnam,2024,"167,157,813"
All States,"335 Electrical Equipment, Appliances & Components",Vietnam,2025,"227,515,000"
All States,"335 Electrical Equipment, Appliances & Components",Vietnam,2026 through January,"24,919,179"
All States,"335 Electrical Equipment, Appliances & Components",Wallis and Futuna,2020,"20,120"
All States,"335 Electrical Equipment, Appliances & Components",Wallis and Futuna,2023,"6,225"
All States,"335 Electrical Equipment, Appliances & Components",Wallis and Futuna,2024,"14,304"
All States,"335 Electrical Equipment, Appliances & Components",West Bank Administered by Israel,2020,"43,472"
All States,"335 Electrical Equipment, Appliances & Components",West Bank Administered by Israel,2021,"5,425"
All States,"335 Electrical Equipment, Appliances & Components",West Bank Administered by Israel,2022,"9,656"
All States,"335 Electrical Equipment, Appliances & Components",West Bank Administered by Israel,2023,"2,515"
All States,"335 Electrical Equipment, Appliances & Components",West Bank Administered by Israel,2024,"2,600"
All States,"335 Electrical Equipment, Appliances & Components",West Bank Administered by Israel,2025,"28,721"
All States,"335 Electrical Equipment, Appliances & Components",Yemen,2020,"1,139,086"
All States,"335 Electrical Equipment, Appliances & Components",Yemen,2021,"1,323,445"
All States,"335 Electrical Equipment, Appliances & Components",Yemen,2022,"1,816,966"
All States,"335 Electrical Equipment, Appliances & Components",Yemen,2023,"1,999,215"
All States,"335 Electrical Equipment, Appliances & Components",Yemen,2024,"136,692"
All States,"335 Electrical Equipment, Appliances & Components",Yemen,2025,"765,029"
All States,"335 Electrical Equipment, Appliances & Components",Yemen,2026 through January,"237,294"
All States,"335 Electrical Equipment, Appliances & Components",Zambia,2020,"2,051,575"
All States,"335 Electrical Equipment, Appliances & Components",Zambia,2021,"983,171"
All States,"335 Electrical Equipment, Appliances & Components",Zambia,2022,"827,445"
All States,"335 Electrical Equipment, Appliances & Components",Zambia,2023,"1,164,543"
All States,"335 Electrical Equipment, Appliances & Components",Zambia,2024,"1,805,511"
All States,"335 Electrical Equipment, Appliances & Components",Zambia,2025,"1,963,597"
All States,"335 Electrical Equipment, Appliances & Components",Zambia,2026 through January,"128,654"
All States,"335 Electrical Equipment, Appliances & Components",Zimbabwe,2020,"1,315,743"
All States,"335 Electrical Equipment, Appliances & Components",Zimbabwe,2021,"548,843"
All States,"335 Electrical Equipment, Appliances & Components",Zimbabwe,2022,"331,191"
All States,"335 Electrical Equipment, Appliances & Components",Zimbabwe,2023,"366,475"
All States,"335 Electrical Equipment, Appliances & Components",Zimbabwe,2024,"259,716"
All States,"335 Electrical Equipment, Appliances & Components",Zimbabwe,2025,"584,514"
All States,"335 Electrical Equipment, Appliances & Components",Zimbabwe,2026 through January,"198,966"
All States,336 Transportation Equipment,World Total,2020,"200,611,803,917"
All States,336 Transportation Equipment,World Total,2021,"223,759,751,609"
All States,336 Transportation Equipment,World Total,2022,"256,020,020,099"
All States,336 Transportation Equipment,World Total,2023,"295,021,399,509"
All States,336 Transportation Equipment,World Total,2024,"296,605,735,778"
All States,336 Transportation Equipment,World Total,2025,"311,316,146,442"
All States,336 Transportation Equipment,World Total,2026 through January,"24,818,404,665"
All States,336 Transportation Equipment,Afghanistan,2020,"280,030,198"
All States,336 Transportation Equipment,Afghanistan,2021,"136,705,125"
All States,336 Transportation Equipment,Afghanistan,2022,"294,557"
All States,336 Transportation Equipment,Afghanistan,2023,"1,333,580"
All States,336 Transportation Equipment,Afghanistan,2024,"238,855"
All States,336 Transportation Equipment,Afghanistan,2025,"496,907"
All States,336 Transportation Equipment,Albania,2020,"10,147,018"
All States,336 Transportation Equipment,Albania,2021,"35,277,025"
All States,336 Transportation Equipment,Albania,2022,"20,433,611"
All States,336 Transportation Equipment,Albania,2023,"30,287,301"
All States,336 Transportation Equipment,Albania,2024,"21,235,584"
All States,336 Transportation Equipment,Albania,2025,"31,453,033"
All States,336 Transportation Equipment,Albania,2026 through January,"1,297,200"
All States,336 Transportation Equipment,Algeria,2020,"59,454,457"
All States,336 Transportation Equipment,Algeria,2021,"27,027,327"
All States,336 Transportation Equipment,Algeria,2022,"275,456,574"
All States,336 Transportation Equipment,Algeria,2023,"240,944,267"
All States,336 Transportation Equipment,Algeria,2024,"47,277,076"
All States,336 Transportation Equipment,Algeria,2025,"113,652,868"
All States,336 Transportation Equipment,Algeria,2026 through January,"4,939,898"
All States,336 Transportation Equipment,Andorra,2020,"179,011"
All States,336 Transportation Equipment,Andorra,2021,"205,485"
All States,336 Transportation Equipment,Andorra,2022,"273,503"
All States,336 Transportation Equipment,Andorra,2023,"437,638"
All States,336 Transportation Equipment,Andorra,2024,"221,518"
All States,336 Transportation Equipment,Andorra,2025,"548,893"
All States,336 Transportation Equipment,Angola,2020,"78,599,106"
All States,336 Transportation Equipment,Angola,2021,"5,012,816"
All States,336 Transportation Equipment,Angola,2022,"22,383,021"
All States,336 Transportation Equipment,Angola,2023,"14,795,484"
All States,336 Transportation Equipment,Angola,2024,"25,114,348"
All States,336 Transportation Equipment,Angola,2025,"602,877,779"
All States,336 Transportation Equipment,Angola,2026 through January,"729,190"
All States,336 Transportation Equipment,Anguilla,2020,"1,189,847"
All States,336 Transportation Equipment,Anguilla,2021,"1,346,350"
All States,336 Transportation Equipment,Anguilla,2022,"2,972,830"
All States,336 Transportation Equipment,Anguilla,2023,"2,430,977"
All States,336 Transportation Equipment,Anguilla,2024,"2,819,602"
All States,336 Transportation Equipment,Anguilla,2025,"2,795,253"
All States,336 Transportation Equipment,Anguilla,2026 through January,"135,422"
All States,336 Transportation Equipment,Antigua and Barbuda,2020,"13,422,602"
All States,336 Transportation Equipment,Antigua and Barbuda,2021,"10,897,841"
All States,336 Transportation Equipment,Antigua and Barbuda,2022,"15,050,932"
All States,336 Transportation Equipment,Antigua and Barbuda,2023,"122,226,030"
All States,336 Transportation Equipment,Antigua and Barbuda,2024,"27,191,338"
All States,336 Transportation Equipment,Antigua and Barbuda,2025,"36,342,909"
All States,336 Transportation Equipment,Antigua and Barbuda,2026 through January,"2,827,688"
All States,336 Transportation Equipment,Argentina,2020,"381,429,792"
All States,336 Transportation Equipment,Argentina,2021,"507,510,889"
All States,336 Transportation Equipment,Argentina,2022,"796,375,142"
All States,336 Transportation Equipment,Argentina,2023,"1,185,964,431"
All States,336 Transportation Equipment,Argentina,2024,"882,361,155"
All States,336 Transportation Equipment,Argentina,2025,"1,361,327,907"
All States,336 Transportation Equipment,Argentina,2026 through January,"60,721,602"
All States,336 Transportation Equipment,Armenia,2020,"2,045,260"
All States,336 Transportation Equipment,Armenia,2021,"11,817,771"
All States,336 Transportation Equipment,Armenia,2022,"88,410,866"
All States,336 Transportation Equipment,Armenia,2023,"92,619,990"
All States,336 Transportation Equipment,Armenia,2024,"60,737,476"
All States,336 Transportation Equipment,Armenia,2025,"63,768,708"
All States,336 Transportation Equipment,Armenia,2026 through January,"6,516,508"
All States,336 Transportation Equipment,Aruba,2020,"7,905,852"
All States,336 Transportation Equipment,Aruba,2021,"12,883,987"
All States,336 Transportation Equipment,Aruba,2022,"20,520,672"
All States,336 Transportation Equipment,Aruba,2023,"19,490,348"
All States,336 Transportation Equipment,Aruba,2024,"23,254,063"
All States,336 Transportation Equipment,Aruba,2025,"24,214,636"
All States,336 Transportation Equipment,Aruba,2026 through January,"793,365"
All States,336 Transportation Equipment,Australia,2020,"3,200,335,555"
All States,336 Transportation Equipment,Australia,2021,"4,510,141,732"
All States,336 Transportation Equipment,Australia,2022,"5,010,957,959"
All States,336 Transportation Equipment,Australia,2023,"6,210,775,766"
All States,336 Transportation Equipment,Australia,2024,"6,833,138,529"
All States,336 Transportation Equipment,Australia,2025,"6,167,183,814"
All States,336 Transportation Equipment,Australia,2026 through January,"504,703,242"
All States,336 Transportation Equipment,Austria,2020,"493,599,801"
All States,336 Transportation Equipment,Austria,2021,"184,537,505"
All States,336 Transportation Equipment,Austria,2022,"272,606,614"
All States,336 Transportation Equipment,Austria,2023,"266,881,658"
All States,336 Transportation Equipment,Austria,2024,"329,835,317"
All States,336 Transportation Equipment,Austria,2025,"454,043,434"
All States,336 Transportation Equipment,Austria,2026 through January,"16,847,259"
All States,336 Transportation Equipment,Azerbaijan,2020,"30,185,907"
All States,336 Transportation Equipment,Azerbaijan,2021,"38,219,063"
All States,336 Transportation Equipment,Azerbaijan,2022,"48,388,481"
All States,336 Transportation Equipment,Azerbaijan,2023,"421,861,874"
All States,336 Transportation Equipment,Azerbaijan,2024,"97,678,327"
All States,336 Transportation Equipment,Azerbaijan,2025,"250,162,953"
All States,336 Transportation Equipment,Azerbaijan,2026 through January,"189,323,238"
All States,336 Transportation Equipment,Bahamas,2020,"197,227,151"
All States,336 Transportation Equipment,Bahamas,2021,"171,511,162"
All States,336 Transportation Equipment,Bahamas,2022,"323,814,191"
All States,336 Transportation Equipment,Bahamas,2023,"446,312,982"
All States,336 Transportation Equipment,Bahamas,2024,"504,330,197"
All States,336 Transportation Equipment,Bahamas,2025,"392,625,370"
All States,336 Transportation Equipment,Bahamas,2026 through January,"10,285,041"
All States,336 Transportation Equipment,Bahrain,2020,"218,728,508"
All States,336 Transportation Equipment,Bahrain,2021,"289,082,026"
All States,336 Transportation Equipment,Bahrain,2022,"321,486,163"
All States,336 Transportation Equipment,Bahrain,2023,"793,027,062"
All States,336 Transportation Equipment,Bahrain,2024,"758,438,763"
All States,336 Transportation Equipment,Bahrain,2025,"326,962,400"
All States,336 Transportation Equipment,Bahrain,2026 through January,"15,937,387"
All States,336 Transportation Equipment,Bangladesh,2020,"60,108,098"
All States,336 Transportation Equipment,Bangladesh,2021,"47,223,632"
All States,336 Transportation Equipment,Bangladesh,2022,"61,201,956"
All States,336 Transportation Equipment,Bangladesh,2023,"85,760,238"
All States,336 Transportation Equipment,Bangladesh,2024,"54,928,671"
All States,336 Transportation Equipment,Bangladesh,2025,"33,615,464"
All States,336 Transportation Equipment,Bangladesh,2026 through January,"2,104,509"
All States,336 Transportation Equipment,Barbados,2020,"11,766,044"
All States,336 Transportation Equipment,Barbados,2021,"75,262,577"
All States,336 Transportation Equipment,Barbados,2022,"9,996,077"
All States,336 Transportation Equipment,Barbados,2023,"12,050,274"
All States,336 Transportation Equipment,Barbados,2024,"28,773,959"
All States,336 Transportation Equipment,Barbados,2025,"15,763,878"
All States,336 Transportation Equipment,Barbados,2026 through January,"1,302,077"
All States,336 Transportation Equipment,Belarus,2020,"15,737,707"
All States,336 Transportation Equipment,Belarus,2021,"120,579,478"
All States,336 Transportation Equipment,Belarus,2022,"12,615,463"
All States,336 Transportation Equipment,Belarus,2023,"72,396"
All States,336 Transportation Equipment,Belarus,2025,"88,520"
All States,336 Transportation Equipment,Belgium,2020,"4,433,814,149"
All States,336 Transportation Equipment,Belgium,2021,"3,722,479,148"
All States,336 Transportation Equipment,Belgium,2022,"2,882,087,942"
All States,336 Transportation Equipment,Belgium,2023,"3,453,805,841"
All States,336 Transportation Equipment,Belgium,2024,"2,897,115,556"
All States,336 Transportation Equipment,Belgium,2025,"2,831,622,216"
All States,336 Transportation Equipment,Belgium,2026 through January,"367,947,870"
All States,336 Transportation Equipment,Belize,2020,"12,065,861"
All States,336 Transportation Equipment,Belize,2021,"20,846,034"
All States,336 Transportation Equipment,Belize,2022,"16,269,141"
All States,336 Transportation Equipment,Belize,2023,"27,333,312"
All States,336 Transportation Equipment,Belize,2024,"25,910,404"
All States,336 Transportation Equipment,Belize,2025,"38,188,767"
All States,336 Transportation Equipment,Belize,2026 through January,"4,684,056"
All States,336 Transportation Equipment,Benin,2020,"50,267,561"
All States,336 Transportation Equipment,Benin,2021,"73,276,609"
All States,336 Transportation Equipment,Benin,2022,"85,962,022"
All States,336 Transportation Equipment,Benin,2023,"81,585,353"
All States,336 Transportation Equipment,Benin,2024,"95,019,291"
All States,336 Transportation Equipment,Benin,2025,"156,364,099"
All States,336 Transportation Equipment,Benin,2026 through January,"12,962,539"
All States,336 Transportation Equipment,Bermuda,2020,"77,544,558"
All States,336 Transportation Equipment,Bermuda,2021,"122,533,445"
All States,336 Transportation Equipment,Bermuda,2022,"62,445,310"
All States,336 Transportation Equipment,Bermuda,2023,"30,891,567"
All States,336 Transportation Equipment,Bermuda,2024,"21,583,817"
All States,336 Transportation Equipment,Bermuda,2025,"19,363,048"
All States,336 Transportation Equipment,Bermuda,2026 through January,"691,352"
All States,336 Transportation Equipment,Bhutan,2020,"28,718"
All States,336 Transportation Equipment,Bhutan,2021,"8,984"
All States,336 Transportation Equipment,Bhutan,2022,"97,504"
All States,336 Transportation Equipment,Bhutan,2023,"728,037"
All States,336 Transportation Equipment,Bhutan,2024,"248,542"
All States,336 Transportation Equipment,Bhutan,2025,"562,787"
All States,336 Transportation Equipment,Bolivia,2020,"63,507,026"
All States,336 Transportation Equipment,Bolivia,2021,"53,178,168"
All States,336 Transportation Equipment,Bolivia,2022,"63,563,286"
All States,336 Transportation Equipment,Bolivia,2023,"101,249,378"
All States,336 Transportation Equipment,Bolivia,2024,"66,718,882"
All States,336 Transportation Equipment,Bolivia,2025,"66,532,142"
All States,336 Transportation Equipment,Bolivia,2026 through January,"9,113,890"
All States,336 Transportation Equipment,Bosnia and Herzegovina,2020,"4,144,353"
All States,336 Transportation Equipment,Bosnia and Herzegovina,2021,"33,329,088"
All States,336 Transportation Equipment,Bosnia and Herzegovina,2022,"1,057,378"
All States,336 Transportation Equipment,Bosnia and Herzegovina,2023,"1,466,953"
All States,336 Transportation Equipment,Bosnia and Herzegovina,2024,"2,713,846"
All States,336 Transportation Equipment,Bosnia and Herzegovina,2025,"2,373,998"
All States,336 Transportation Equipment,Bosnia and Herzegovina,2026 through January,"215,813"
All States,336 Transportation Equipment,Botswana,2020,"2,440,898"
All States,336 Transportation Equipment,Botswana,2021,"5,108,405"
All States,336 Transportation Equipment,Botswana,2022,"2,262,744"
All States,336 Transportation Equipment,Botswana,2023,"3,488,790"
All States,336 Transportation Equipment,Botswana,2024,"17,890,862"
All States,336 Transportation Equipment,Botswana,2025,"25,098,338"
All States,336 Transportation Equipment,Botswana,2026 through January,"242,653"
All States,336 Transportation Equipment,Brazil,2020,"5,852,087,773"
All States,336 Transportation Equipment,Brazil,2021,"7,834,378,242"
All States,336 Transportation Equipment,Brazil,2022,"8,309,698,227"
All States,336 Transportation Equipment,Brazil,2023,"8,938,056,806"
All States,336 Transportation Equipment,Brazil,2024,"11,512,788,111"
All States,336 Transportation Equipment,Brazil,2025,"12,403,011,914"
All States,336 Transportation Equipment,Brazil,2026 through January,"953,260,844"
All States,336 Transportation Equipment,British Indian Ocean Territories,2020,"674,715"
All States,336 Transportation Equipment,British Indian Ocean Territories,2021,"154,981"
All States,336 Transportation Equipment,British Indian Ocean Territories,2022,"73,467"
All States,336 Transportation Equipment,British Indian Ocean Territories,2023,"48,788"
All States,336 Transportation Equipment,British Indian Ocean Territories,2024,"908,209"
All States,336 Transportation Equipment,British Indian Ocean Territories,2025,"147,682"
All States,336 Transportation Equipment,British Virgin Islands,2020,"102,918,228"
All States,336 Transportation Equipment,British Virgin Islands,2021,"23,852,790"
All States,336 Transportation Equipment,British Virgin Islands,2022,"148,395,025"
All States,336 Transportation Equipment,British Virgin Islands,2023,"144,856,434"
All States,336 Transportation Equipment,British Virgin Islands,2024,"52,602,886"
All States,336 Transportation Equipment,British Virgin Islands,2025,"213,697,624"
All States,336 Transportation Equipment,British Virgin Islands,2026 through January,"772,885"
All States,336 Transportation Equipment,Brunei,2020,"13,133,015"
All States,336 Transportation Equipment,Brunei,2021,"24,678,094"
All States,336 Transportation Equipment,Brunei,2022,"21,245,848"
All States,336 Transportation Equipment,Brunei,2023,"47,250,296"
All States,336 Transportation Equipment,Brunei,2024,"22,878,033"
All States,336 Transportation Equipment,Brunei,2025,"21,671,581"
All States,336 Transportation Equipment,Brunei,2026 through January,"1,533,528"
All States,336 Transportation Equipment,Bulgaria,2020,"30,409,886"
All States,336 Transportation Equipment,Bulgaria,2021,"90,121,750"
All States,336 Transportation Equipment,Bulgaria,2022,"155,144,451"
All States,336 Transportation Equipment,Bulgaria,2023,"160,582,574"
All States,336 Transportation Equipment,Bulgaria,2024,"125,266,651"
All States,336 Transportation Equipment,Bulgaria,2025,"670,981,882"
All States,336 Transportation Equipment,Bulgaria,2026 through January,"12,886,056"
All States,336 Transportation Equipment,Burkina Faso,2020,"6,719,064"
All States,336 Transportation Equipment,Burkina Faso,2021,"20,470,104"
All States,336 Transportation Equipment,Burkina Faso,2022,"4,961,030"
All States,336 Transportation Equipment,Burkina Faso,2023,"10,232,721"
All States,336 Transportation Equipment,Burkina Faso,2024,"11,654,460"
All States,336 Transportation Equipment,Burkina Faso,2025,"20,803,765"
All States,336 Transportation Equipment,Burkina Faso,2026 through January,"3,935,818"
All States,336 Transportation Equipment,Burma,2020,"15,692,909"
All States,336 Transportation Equipment,Burma,2021,"56,748,481"
All States,336 Transportation Equipment,Burma,2022,"434,357"
All States,336 Transportation Equipment,Burma,2023,"605,547"
All States,336 Transportation Equipment,Burma,2024,"2,152,198"
All States,336 Transportation Equipment,Burma,2025,"1,135,227"
All States,336 Transportation Equipment,Burma,2026 through January,"161,479"
All States,336 Transportation Equipment,Burundi,2020,"48,500"
All States,336 Transportation Equipment,Burundi,2021,"22,242"
All States,336 Transportation Equipment,Burundi,2023,"79,549"
All States,336 Transportation Equipment,Burundi,2025,"9,885"
All States,336 Transportation Equipment,Cabo Verde,2020,"1,872,829"
All States,336 Transportation Equipment,Cabo Verde,2021,"4,575,522"
All States,336 Transportation Equipment,Cabo Verde,2022,"3,533,833"
All States,336 Transportation Equipment,Cabo Verde,2023,"52,932,025"
All States,336 Transportation Equipment,Cabo Verde,2024,"3,214,708"
All States,336 Transportation Equipment,Cabo Verde,2025,"21,010,675"
All States,336 Transportation Equipment,Cabo Verde,2026 through January,"246,081"
All States,336 Transportation Equipment,Cambodia,2020,"42,365,237"
All States,336 Transportation Equipment,Cambodia,2021,"57,688,350"
All States,336 Transportation Equipment,Cambodia,2022,"76,120,330"
All States,336 Transportation Equipment,Cambodia,2023,"51,227,453"
All States,336 Transportation Equipment,Cambodia,2024,"39,412,039"
All States,336 Transportation Equipment,Cambodia,2025,"44,189,944"
All States,336 Transportation Equipment,Cambodia,2026 through January,"5,941,120"
All States,336 Transportation Equipment,Cameroon,2020,"60,634,979"
All States,336 Transportation Equipment,Cameroon,2021,"20,025,222"
All States,336 Transportation Equipment,Cameroon,2022,"14,065,391"
All States,336 Transportation Equipment,Cameroon,2023,"27,732,913"
All States,336 Transportation Equipment,Cameroon,2024,"21,574,876"
All States,336 Transportation Equipment,Cameroon,2025,"32,830,178"
All States,336 Transportation Equipment,Cameroon,2026 through January,"1,015,912"
All States,336 Transportation Equipment,Canada,2020,"51,559,632,673"
All States,336 Transportation Equipment,Canada,2021,"58,371,147,263"
All States,336 Transportation Equipment,Canada,2022,"72,562,297,396"
All States,336 Transportation Equipment,Canada,2023,"76,196,635,316"
All States,336 Transportation Equipment,Canada,2024,"73,607,072,315"
All States,336 Transportation Equipment,Canada,2025,"63,540,913,883"
All States,336 Transportation Equipment,Canada,2026 through January,"4,307,807,959"
All States,336 Transportation Equipment,Cayman Islands,2020,"64,965,749"
All States,336 Transportation Equipment,Cayman Islands,2021,"173,481,258"
All States,336 Transportation Equipment,Cayman Islands,2022,"97,661,749"
All States,336 Transportation Equipment,Cayman Islands,2023,"62,597,468"
All States,336 Transportation Equipment,Cayman Islands,2024,"125,500,342"
All States,336 Transportation Equipment,Cayman Islands,2025,"269,621,176"
All States,336 Transportation Equipment,Cayman Islands,2026 through January,"4,130,721"
All States,336 Transportation Equipment,Central African Republic,2020,"3,459,154"
All States,336 Transportation Equipment,Central African Republic,2021,"1,527,968"
All States,336 Transportation Equipment,Central African Republic,2022,"4,997,361"
All States,336 Transportation Equipment,Central African Republic,2023,"2,860,964"
All States,336 Transportation Equipment,Central African Republic,2024,"2,883,449"
All States,336 Transportation Equipment,Central African Republic,2025,"405,681"
All States,336 Transportation Equipment,Central African Republic,2026 through January,"52,379"
All States,336 Transportation Equipment,Chad,2020,"6,001,011"
All States,336 Transportation Equipment,Chad,2021,"6,370,706"
All States,336 Transportation Equipment,Chad,2022,"535,681"
All States,336 Transportation Equipment,Chad,2023,"1,961,550"
All States,336 Transportation Equipment,Chad,2024,"867,414"
All States,336 Transportation Equipment,Chad,2025,"7,885,501"
All States,336 Transportation Equipment,Chad,2026 through January,"74,000"
All States,336 Transportation Equipment,Chile,2020,"1,063,983,042"
All States,336 Transportation Equipment,Chile,2021,"1,754,846,290"
All States,336 Transportation Equipment,Chile,2022,"1,643,229,267"
All States,336 Transportation Equipment,Chile,2023,"1,761,984,284"
All States,336 Transportation Equipment,Chile,2024,"1,701,038,313"
All States,336 Transportation Equipment,Chile,2025,"2,322,571,612"
All States,336 Transportation Equipment,Chile,2026 through January,"144,998,398"
All States,336 Transportation Equipment,China,2020,"13,213,554,732"
All States,336 Transportation Equipment,China,2021,"13,636,954,232"
All States,336 Transportation Equipment,China,2022,"12,892,243,121"
All States,336 Transportation Equipment,China,2023,"15,090,524,268"
All States,336 Transportation Equipment,China,2024,"18,218,769,365"
All States,336 Transportation Equipment,China,2025,"19,358,918,027"
All States,336 Transportation Equipment,China,2026 through January,"971,538,861"
All States,336 Transportation Equipment,Christmas Island,2020,"33,190"
All States,336 Transportation Equipment,Christmas Island,2021,"55,728"
All States,336 Transportation Equipment,Christmas Island,2022,"5,098"
All States,336 Transportation Equipment,Christmas Island,2023,"47,584,607"
All States,336 Transportation Equipment,Christmas Island,2024,"7,186"
All States,336 Transportation Equipment,Christmas Island,2025,"18,472"
All States,336 Transportation Equipment,Cocos (Keeling) Islands,2023,"6,803"
All States,336 Transportation Equipment,Cocos (Keeling) Islands,2024,"51,865"
All States,336 Transportation Equipment,Colombia,2020,"755,912,751"
All States,336 Transportation Equipment,Colombia,2021,"1,423,142,318"
All States,336 Transportation Equipment,Colombia,2022,"1,610,426,508"
All States,336 Transportation Equipment,Colombia,2023,"1,710,330,025"
All States,336 Transportation Equipment,Colombia,2024,"927,537,545"
All States,336 Transportation Equipment,Colombia,2025,"1,348,796,117"
All States,336 Transportation Equipment,Colombia,2026 through January,"70,073,935"
All States,336 Transportation Equipment,Comoros,2020,"469,267"
All States,336 Transportation Equipment,Comoros,2021,"823,517"
All States,336 Transportation Equipment,Comoros,2022,"31,897"
All States,336 Transportation Equipment,Comoros,2023,"94,443"
All States,336 Transportation Equipment,Comoros,2024,"2,418,712"
All States,336 Transportation Equipment,Comoros,2025,"409,028"
All States,336 Transportation Equipment,Congo,2020,"2,228,303"
All States,336 Transportation Equipment,Congo,2021,"4,735,703"
All States,336 Transportation Equipment,Congo,2022,"1,666,310"
All States,336 Transportation Equipment,Congo,2023,"5,855,595"
All States,336 Transportation Equipment,Congo,2024,"8,349,769"
All States,336 Transportation Equipment,Congo,2025,"8,665,350"
All States,336 Transportation Equipment,Congo,2026 through January,"111,716"
All States,336 Transportation Equipment,Cook Islands,2020,"259,676"
All States,336 Transportation Equipment,Cook Islands,2021,"379,483"
All States,336 Transportation Equipment,Cook Islands,2022,"1,950,870"
All States,336 Transportation Equipment,Cook Islands,2023,"1,156,641"
All States,336 Transportation Equipment,Cook Islands,2024,"1,343,514"
All States,336 Transportation Equipment,Cook Islands,2025,"1,077,931"
All States,336 Transportation Equipment,Cook Islands,2026 through January,"65,709"
All States,336 Transportation Equipment,Costa Rica,2020,"171,062,244"
All States,336 Transportation Equipment,Costa Rica,2021,"346,313,759"
All States,336 Transportation Equipment,Costa Rica,2022,"226,980,023"
All States,336 Transportation Equipment,Costa Rica,2023,"439,568,935"
All States,336 Transportation Equipment,Costa Rica,2024,"404,686,681"
All States,336 Transportation Equipment,Costa Rica,2025,"452,141,314"
All States,336 Transportation Equipment,Costa Rica,2026 through January,"23,386,056"
All States,336 Transportation Equipment,Cote d'Ivoire,2020,"15,151,511"
All States,336 Transportation Equipment,Cote d'Ivoire,2021,"27,255,926"
All States,336 Transportation Equipment,Cote d'Ivoire,2022,"44,364,629"
All States,336 Transportation Equipment,Cote d'Ivoire,2023,"16,816,884"
All States,336 Transportation Equipment,Cote d'Ivoire,2024,"24,364,330"
All States,336 Transportation Equipment,Cote d'Ivoire,2025,"16,128,042"
All States,336 Transportation Equipment,Cote d'Ivoire,2026 through January,"1,081,545"
All States,336 Transportation Equipment,Croatia,2020,"6,372,499"
All States,336 Transportation Equipment,Croatia,2021,"26,390,314"
All States,336 Transportation Equipment,Croatia,2022,"10,289,722"
All States,336 Transportation Equipment,Croatia,2023,"37,629,088"
All States,336 Transportation Equipment,Croatia,2024,"185,150,433"
All States,336 Transportation Equipment,Croatia,2025,"22,492,213"
All States,336 Transportation Equipment,Croatia,2026 through January,"789,876"
All States,336 Transportation Equipment,Cuba,2020,"471,717"
All States,336 Transportation Equipment,Cuba,2021,"3,706,923"
All States,336 Transportation Equipment,Cuba,2022,"217,685"
All States,336 Transportation Equipment,Cuba,2023,"5,764,204"
All States,336 Transportation Equipment,Cuba,2024,"5,321,455"
All States,336 Transportation Equipment,Cuba,2025,"15,645,328"
All States,336 Transportation Equipment,Cuba,2026 through January,"957,052"
All States,336 Transportation Equipment,Curacao,2020,"15,189,176"
All States,336 Transportation Equipment,Curacao,2021,"14,985,480"
All States,336 Transportation Equipment,Curacao,2022,"17,524,507"
All States,336 Transportation Equipment,Curacao,2023,"23,049,203"
All States,336 Transportation Equipment,Curacao,2024,"25,630,447"
All States,336 Transportation Equipment,Curacao,2025,"39,572,686"
All States,336 Transportation Equipment,Curacao,2026 through January,"3,374,624"
All States,336 Transportation Equipment,Cyprus,2020,"5,749,213"
All States,336 Transportation Equipment,Cyprus,2021,"122,463,820"
All States,336 Transportation Equipment,Cyprus,2022,"22,145,899"
All States,336 Transportation Equipment,Cyprus,2023,"67,655,903"
All States,336 Transportation Equipment,Cyprus,2024,"88,539,519"
All States,336 Transportation Equipment,Cyprus,2025,"66,786,709"
All States,336 Transportation Equipment,Cyprus,2026 through January,"16,728,546"
All States,336 Transportation Equipment,Czech Republic,2020,"319,839,168"
All States,336 Transportation Equipment,Czech Republic,2021,"338,345,120"
All States,336 Transportation Equipment,Czech Republic,2022,"412,926,626"
All States,336 Transportation Equipment,Czech Republic,2023,"985,717,878"
All States,336 Transportation Equipment,Czech Republic,2024,"694,361,548"
All States,336 Transportation Equipment,Czech Republic,2025,"591,067,487"
All States,336 Transportation Equipment,Czech Republic,2026 through January,"42,975,398"
All States,336 Transportation Equipment,Democratic Republic of Congo,2020,"4,237,190"
All States,336 Transportation Equipment,Democratic Republic of Congo,2021,"3,244,810"
All States,336 Transportation Equipment,Democratic Republic of Congo,2022,"4,077,341"
All States,336 Transportation Equipment,Democratic Republic of Congo,2023,"5,640,131"
All States,336 Transportation Equipment,Democratic Republic of Congo,2024,"7,841,474"
All States,336 Transportation Equipment,Democratic Republic of Congo,2025,"18,647,084"
All States,336 Transportation Equipment,Democratic Republic of Congo,2026 through January,"763,070"
All States,336 Transportation Equipment,Denmark,2020,"98,551,444"
All States,336 Transportation Equipment,Denmark,2021,"125,945,999"
All States,336 Transportation Equipment,Denmark,2022,"242,436,346"
All States,336 Transportation Equipment,Denmark,2023,"406,453,596"
All States,336 Transportation Equipment,Denmark,2024,"818,679,700"
All States,336 Transportation Equipment,Denmark,2025,"434,969,638"
